genes,logFC.genotypenpr4.4D,logFC.genotypenpr4.4D.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT1G65790.1,-0.91670997955774,-0.8468794540154414,3.439036498195836,96.53043677470271,1.0931556065433455e-21,6.801452234933949e-19,AT1G65790,ARK1;RK1,receptor kinase 1;receptor kinase 1
AT5G10695.1,-0.10269194531769289,-1.200918899962781,3.5654849722858013,96.19909345238861,1.2901264369119579e-21,7.740297862029992e-19,AT5G10695,NA,NA
AT1G14880.1,0.47663967123505263,-2.8760849571358396,3.3438561774122344,88.68544898136345,5.523310281356657e-20,3.199520324707258e-17,AT1G14880,AtPCR1;PCR1,NA;PLANT CADMIUM RESISTANCE 1
AT5G42530.1,-1.546704645553888,0.03599403548728177,8.839466512047883,85.77929984393012,2.36190109839102e-19,1.3225858850623583e-16,AT5G42530,NA,NA
AT4G26070.2,-0.7566124001566145,-0.3128743418095895,5.602397163644668,83.55034947098093,7.19899930824262e-19,3.9011609477150893e-16,AT4G26070,ATMEK1;MEK1;MKK1;NMAPKK,NA;MAP kinase/ ERK kinase 1;MITOGEN ACTIVATED PROTEIN KINASE KINASE 1;NA
AT1G52600.1,-0.6341619969851653,-0.13649634890698162,4.993740043041528,82.18773208461852,1.4228553060100437e-18,7.469545714269601e-16,AT1G52600,NA,NA
AT5G54610.1,-1.5326086687843692,-1.2786998996654517,2.8664575050866206,81.983291830085,1.5759933294595862e-18,8.022761194421693e-16,AT5G54610,ANK;BDA1,ankyrin;bian da 2 (becoming big in Chinese)
AT4G14400.1,-1.5839700410732676,0.5723148343591234,8.657933208700621,81.65161376236698,1.8602758677264294e-18,9.19140420645185e-16,AT4G14400,ACD6,ACCELERATED CELL DEATH 6
AT5G28370.1,-0.9021354745402569,-1.6894190787832506,1.5922158526922328,74.9425008934611,5.3265094390942765e-17,2.5565723447812786e-14,AT5G28370,NA,NA
AT5G12030.1,1.399279268653801,-2.965824391070676,3.89533731510115,74.62262553189217,6.250327203592064e-17,2.916645741476197e-14,AT5G12030,AT-HSP17.6A;HSP17.6;HSP17.6A,heat shock protein 17.6A;HEAT SHOCK PROTEIN 17.6;heat shock protein 17.6A
AT4G11840.1,-0.3020913743534142,-0.6392966151410595,4.600802629373822,73.81300793419086,9.36933960274522e-17,4.2539334050409986e-14,AT4G11840,PLDGAMMA3,phospholipase D gamma 3
AT5G59670.1,-1.9286853947033795,-0.5447786618615102,4.110447535785532,73.23167861550525,1.2529768250247558e-16,5.539146758839703e-14,AT5G59670,NA,NA
AT3G04210.1,-0.038724583314811684,-1.0379207111781223,6.5178950880850826,70.52597935767457,4.847057447974228e-16,2.0878389248338218e-13,AT3G04210,TN13,"NA"
AT1G11650.2,-1.5921604483558653,1.1150373414418728,7.800645277482612,69.76594524243019,7.087898311935471e-16,2.9767400935550994e-13,AT1G11650,ATRBP45B;RBP45B,NA;NA
AT5G10760.1,0.11476691446176926,-1.7712746614839288,4.5749396363319965,69.24924597695238,9.177350068771453e-16,3.7602513123241866e-13,AT5G10760,AED1,"APOPLASTIC, EDS1-DEPENDENT 1"
AT1G26650.1,-1.3677229640870683,0.9079371661265269,4.090512896339153,67.96692834540235,1.7424849423505761e-15,6.969524892035078e-13,AT1G26650,NA,NA
AT4G04695.1,-0.7266785061128805,-0.28968544716518796,4.020938745908259,66.72794199276247,3.23751285776907e-15,1.2648134534340142e-12,AT4G04695,CPK31,calcium-dependent protein kinase 31
AT1G02230.1,-2.3348247767282064,-0.7069605093500264,2.1820784319317097,65.52348681867296,5.912288524040332e-15,2.2572848844398532e-12,AT1G02230,ANAC004;NAC004,NAC domain containing protein 4;NAC domain containing protein 4
AT5G12020.1,2.5888712412160055,-4.1248438040900925,3.771293217428125,64.84916810742989,8.282893312165032e-15,3.0920961055791195e-12,AT5G12020,HSP17.6II,17.6 kDa class II heat shock protein
AT1G09932.1,0.20094896589439198,-1.259289072515953,4.599999641626128,64.41957810412902,1.0267538770128562e-14,3.7496605173780374e-12,AT1G09932,NA,NA
AT2G26150.1,2.3124110677753937,-3.4153235832329463,5.468707048767031,64.17675085302686,1.1592994211720777e-14,4.1436321226105816e-12,AT2G26150,ATHSFA2;HSFA2,heat shock transcription factor A2;heat shock transcription factor A2
AT1G02220.1,-1.1325902884655445,-0.08572399756812288,3.7050921361507085,61.348482704388665,4.768109760429079e-14,1.6687390805301687e-11,AT1G02220,ANAC003;NAC003,NAC domain containing protein 3;NAC domain containing protein 3
AT3G52430.1,0.041278694060121274,-1.1038626297655718,4.826863059507401,59.56149837661236,1.1651583734064317e-13,3.994590921398907e-11,AT3G52430,ATPAD4;PAD4,ARABIDOPSIS PHYTOALEXIN DEFICIENT 4;PHYTOALEXIN DEFICIENT 4
AT5G67430.1,-0.9637508210384338,-0.059406040733119544,2.7827338661466525,58.567785167950575,1.914992344447947e-13,6.433991278876213e-11,AT5G67430,NA,NA
AT3G16030.1,-0.3591248803195563,-0.6083057017953731,3.7328539216045016,55.174439032692064,1.0447750505182877e-12,3.441407073266022e-10,AT3G16030,CES101;RFO3,CALLUS EXPRESSION OF RBCS 101;RESISTANCE TO FUSARIUM OXYSPORUM 3
AT5G55460.1,-0.39667458908818154,-1.3829884771612595,1.8446297710898278,54.16763852753254,1.7284098987248902e-12,5.583761132438352e-10,AT5G55460,AtLTP4.5,"NA"
AT2G15040.1,-1.1772779617642777,0.2532029934979848,2.6340987011802643,53.500758103220804,2.412448156142293e-12,7.646550297176298e-10,AT2G15040,AtRLP18;RLP18,receptor like protein 18;receptor like protein 18
AT3G48080.1,-0.3729672351877084,-1.0311562394135219,2.958020225080555,52.9945556747513,3.107266120173348e-12,9.666474731998531e-10,AT3G48080,NA,NA
AT1G26640.1,-1.3796344321952059,0.6077459452416039,4.071539542092318,52.47771201013508,4.023552065460741e-12,1.2289391117759089e-9,AT1G26640,IPK,Isopentenyl Phosphate Kinase
AT1G05630.1,-0.1300858481811715,-0.8351177465643945,5.351314899837252,52.34482338339416,4.299975926654784e-12,1.2899159927120307e-9,AT1G05630,5PTASE13;AT5PTASE13,inositol-polyphosphate 5-phosphatase 13;Arabidopsis thaliana inositol-polyphosphate 5-phosphatase 13
AT1G21270.1,-0.45647951386547864,-0.5063642529946433,6.780865084817614,52.25281445817292,4.502414853010566e-12,1.3269485458899035e-9,AT1G21270,WAK2,wall-associated kinase 2
AT2G43000.1,-1.4203193916618062,-0.026700710888864464,2.3023802303803014,52.035238424160866,5.019859292097296e-12,1.453941659447284e-9,AT2G43000,ANAC042;AtJUB1;JUB1;NAC042,NAC domain containing protein 42;NA;JUNGBRUNNEN 1;NAC domain containing protein 42
AT2G17120.1,-0.455058514950516,-0.5024105528030041,6.1260050102992265,51.64413541773955,6.104055626473141e-12,1.7380005164258016e-9,AT2G17120,CL-1;LYM2;LYP1,CEBiP-like 1;lysM domain GPI-anchored protein 2 precursor;LysM-containing receptor protein 1
AT3G61920.1,1.831605970418515,-1.2190545214965882,1.5233959548865643,51.491310216244216,6.588765540370322e-12,1.844744538544684e-9,AT3G61920,NA,NA
AT1G65800.1,-0.29182355041327246,-0.5618327462123249,6.41992559749503,51.21233592683425,7.574998493453778e-12,2.086104912975902e-9,AT1G65800,ARK2;AtARK2;RK2,receptor kinase 2;NA;receptor kinase 2
AT4G19660.1,-0.8826748633982506,0.07474706123888786,5.37938519566632,51.16285421610576,7.764748039738443e-12,2.103871005154292e-9,AT4G19660,ATNPR4;NPR4,NA;NPR1-like protein 4
AT3G45860.1,-0.02568077061671684,-1.7707033158770915,4.420833973897156,50.80987483066835,9.263516244362261e-12,2.4701239585562166e-9,AT3G45860,CRK4,cysteine-rich RLK (RECEPTOR-like protein kinase) 4
AT3G23120.1,-1.3686294372448924,-0.19114769094402417,3.631240476949821,50.689826605067964,9.836577282343449e-12,2.581947840095119e-9,AT3G23120,AtRLP38;RLP38,receptor like protein 38;receptor like protein 38
AT5G52810.1,-0.03254925071953187,-0.891244509373962,5.156544121115063,49.92597840396108,1.4411578038125182e-11,3.7246169148071527e-9,AT5G52810,SARD4,SAR DEFICIENT 4
AT5G02490.1,1.008632638307546,-1.6045761253292474,7.139228822056834,49.61054694912705,1.68735556395497e-11,4.294831230133264e-9,AT5G02490,AtHsp70-2;Hsp70-2,NA;NA
AT5G45500.1,-0.025456613059444612,-0.6973280640744874,6.390198849980207,49.55855870539033,1.7317919301906224e-11,4.3421451694436215e-9,AT5G45500,NA,NA
AT4G23570.3,0.2954392911080351,-1.145695127159788,6.698504979418052,49.49184563443924,1.7905327579600615e-11,4.423405853083981e-9,AT4G23570,SGT1A,"NA"
AT4G25940.1,-0.38914327179276853,-0.2579471061507682,5.5560352078566755,49.1212679237525,2.15502443245648e-11,5.24670368707774e-9,AT4G25940,NA,NA
AT1G76040.2,-0.11303888987670062,-0.676990671958844,5.799819903065068,49.026383045222445,2.2597281090646625e-11,5.423024643453896e-9,AT1G76040,CPK29,calcium-dependent protein kinase 29
AT1G02450.1,-1.9093541031142438,-0.4181521922963118,3.2464757797615214,48.98349896830326,2.3087044863319142e-11,5.462524882519694e-9,AT1G02450,NIMIN-1;NIMIN1,NA;NIM1-interacting 1
AT1G33720.1,0.16796322617353304,-1.7983282774607205,2.0570872133376854,48.367800089901095,3.14098353312277e-11,7.32852532957353e-9,AT1G33720,CYP76C6,"""cytochrome P450, family 76, subfamily C, polypeptide 6"""
AT1G74710.2,0.07616674806394658,-1.3494245567617367,4.051736318037858,48.076951369899604,3.632642474974142e-11,8.359556292752139e-9,AT1G74710,ATICS1;EDS16;ICS1;SID2,ARABIDOPSIS ISOCHORISMATE SYNTHASE 1;ENHANCED DISEASE SUSCEPTIBILITY TO ERYSIPHE ORONTII 16;ISOCHORISMATE SYNTHASE 1;SALICYLIC ACID INDUCTION DEFICIENT 2
AT1G52590.1,-0.6396314802153845,-0.26569236202410534,4.398037603722097,47.06345368004062,6.029771902530097e-11,1.3585024162723357e-8,AT1G52590,NA,NA
AT3G45260.1,-0.24889618154819318,-0.45669085341639665,6.134971165980802,47.05176868342205,6.065103947879348e-11,1.3585024162723357e-8,AT3G45260,BIB,BALDIBIS
AT3G26440.1,-0.7964665571949436,-0.20696304801455984,4.129935568198477,46.93413846542735,6.432522674905204e-11,1.4218414265227964e-8,AT3G26440,NA,NA
AT1G77990.1,0.36648664439002815,0.4411881141331843,4.319342305618321,46.90193412972897,6.536938640341495e-11,1.4261562625856723e-8,AT1G77990,AST56;SULTR2;2,NA;SULPHATE TRANSPORTER 2;2
AT4G23310.1,1.1195024842567038,-3.111653595196859,0.819697965414717,46.47166977668158,8.105972491424529e-11,1.7450536675130687e-8,AT4G23310,CRK23,cysteine-rich RLK (RECEPTOR-like protein kinase) 23
AT5G03350.1,-1.191897231304531,0.2087640161917034,6.494750212482219,46.447044442184556,8.206395602924724e-11,1.7450536675130687e-8,AT5G03350,NA,NA
AT4G27850.1,-0.7564923779575083,-1.0352417878427096,0.9048521049308091,46.402306854628065,8.392031256284374e-11,1.762221663429015e-8,AT4G27850,NA,NA
AT5G49740.1,0.18881258828711753,0.8335415184196779,4.66029867458435,46.18738403730132,9.344089499110459e-11,1.9379180184636618e-8,AT5G49740,ATFRO7;FRO7,FERRIC REDUCTION OXIDASE 7;ferric reduction oxidase 7
AT4G10500.1,-0.9369317747275705,-0.3783508969752343,3.869939993521004,45.24945768385363,1.4934995957687707e-10,3.0596706962584856e-8,AT4G10500,DLO1,DMR6-LIKE OXYGENASE 1
AT5G02230.1,0.3526419364356272,0.4769312886981245,3.5288275874137858,44.93130614756884,1.7510189158965886e-10,3.544020092547807e-8,AT5G02230,NA,NA
AT1G14200.1,-0.014101508218028188,-1.1743117685454376,4.57069726924686,44.886607438990936,1.7905936455784675e-10,3.580974125246747e-8,AT1G14200,NA,NA
AT1G48210.1,-0.26612467851961713,-0.4705445146591461,6.267710370856972,44.80598489909462,1.8642493530147238e-10,3.6844146919169816e-8,AT1G48210,NA,NA
AT4G25110.1,-0.02564613662884385,-1.3542227407202099,4.309899162450823,44.490855367924624,2.182395760279948e-10,4.263030974063122e-8,AT4G25110,AtMC2;AtMCP1c;MC2;MCP1c,metacaspase 2;metacaspase 1c;metacaspase 2;metacaspase 1c
AT2G32160.3,-0.7815031674160868,-1.324297036354773,2.8668117819631025,44.284813026089296,2.419218168000717e-10,4.67131563267173e-8,AT2G32160,NA,NA
AT3G61280.1,-0.6031859625726722,-1.2667001240824873,3.5258957958050687,44.08369631652957,2.6751428256143955e-10,5.106786855397299e-8,AT3G61280,NA,NA
AT1G76720.1,-0.9886441527252494,0.3062112808944663,3.548947433870773,43.824150345486856,3.0458370516561677e-10,5.749102992221569e-8,AT1G76720,NA,NA
AT4G04223.1,3.8600194369672542,-0.9000872806483449,4.955000648040369,43.248102678844475,4.0625042366305605e-10,7.582889852350755e-8,AT4G04223,NA,NA
AT2G32680.1,-0.11159063720195693,-1.9535164022116074,4.086071448628087,42.39357656533216,6.228046045658959e-10,1.1497246760552181e-7,AT2G32680,AtRLP23;RLP23,receptor like protein 23;receptor like protein 23
AT1G17600.1,-0.6830178813463138,-0.20110698054102302,3.879707742782341,42.029890126968866,7.470081179256496e-10,1.3640205840253248e-7,AT1G17600,SOC3,"NA"
AT4G29700.1,-1.2708337899199835,0.07710611142180908,3.9801540462963487,41.786035886849895,8.438739815629538e-10,1.5243267759436624e-7,AT4G29700,NA,NA
AT1G56120.1,-0.3315647817141513,-1.506188873441622,3.65954615506423,41.752468685912966,8.581567481657913e-10,1.5336356608975668e-7,AT1G56120,NA,NA
AT5G45000.1,-0.7829217413210589,-0.9964785484959849,1.5134360253406407,41.53604096274286,9.562320699225069e-10,1.690920267645073e-7,AT5G45000,NA,NA
AT5G51440.1,1.506648025614187,-2.073049076899975,5.3437508620104985,41.10005378319234,1.1891502130536908e-9,2.0808890030300993e-7,AT5G51440,NA,NA
AT4G04700.1,-0.37246651720209756,-0.5678248071739539,3.9180069999717575,40.72199074087802,1.4365874382073603e-9,2.4879621004582937e-7,AT4G04700,CPK27,calcium-dependent protein kinase 27
AT3G21950.1,0.9925374721528586,-0.23247871262230507,2.698577151725264,40.3316950789767,1.7461586139151138e-9,2.9819726644296e-7,AT3G21950,NA,NA
AT2G43018.1,2.9427471724211216,-2.266682423904866,4.415001854386019,40.31893078238272,1.7573384950207178e-9,2.9819726644296e-7,AT2G43018,NA,NA
AT3G16670.1,-0.8819959953137506,0.2954329199319855,7.770316003580796,40.12576104228063,1.9355379841160758e-9,3.251510259516596e-7,AT3G16670,NA,NA
AT1G21100.1,-0.5684619586976294,-0.39020808708322763,5.06277286778938,39.99258840292495,2.068806012869352e-9,3.4409774465536875e-7,AT1G21100,IGMT1,indole glucosinolate O-methyltransferase 1
AT5G35940.1,-1.11838752370602,0.2735730319129087,2.8425889077857622,39.86308903183151,2.2071924450095007e-9,3.631490524631458e-7,AT5G35940,NA,NA
AT1G71000.1,1.575214198003993,-2.92702049168696,1.3538590564357667,39.845596251388784,2.226582082487292e-9,3.631490524631458e-7,AT1G71000,NA,NA
AT2G15880.1,-1.3811757190946492,1.1684297945570226,5.628059533940324,39.76078915153761,2.3230274287273557e-9,3.7523594014606586e-7,AT2G15880,LRX10,leucine-rich repeat/extensin 10
AT3G23010.1,-1.0093209515812855,-0.1034576920834145,1.5298379735324887,39.05739783977801,3.3021273657456977e-9,5.27147858876336e-7,AT3G23010,AtRLP36;RLP36,receptor like protein 36;receptor like protein 36
AT3G08970.1,0.4882758065839484,-1.594954250229766,3.3917254621341075,39.04284061265404,3.3262499577886555e-9,5.27147858876336e-7,AT3G08970,ATERDJ3A;TMS1,NA;THERMOSENSITIVE MALE STERILE 1
AT2G30750.1,-1.0606592280106069,-0.27245572602567053,5.499964009992287,38.97434853999623,3.4421337902452443e-9,5.404150050685033e-7,AT2G30750,CYP71A12,"cytochrome P450, family 71, subfamily A, polypeptide 12"
AT5G07860.1,-0.5816878235470134,0.18521175575861962,4.760828113727653,38.70676186474914,3.934897780661934e-9,6.120587760864799e-7,AT5G07860,NA,NA
AT4G04990.1,-0.8064434299848157,-0.4953573295606711,2.1029901238486426,38.6676375034183,4.01263079671604e-9,6.1842371333975e-7,AT4G04990,NA,NA
AT2G26400.1,-1.8243103467323765,0.1888115895522941,3.312418552555289,38.63840477253239,4.071711596284814e-9,6.218243918726236e-7,AT2G26400,ARD;ARD3;ATARD3,ACIREDUCTONE DIOXYGENASE;acireductone dioxygenase 3;acireductone dioxygenase 3
AT5G41080.1,1.506368635406113,-0.6299184764981907,5.337982902550268,38.13199276974706,5.244969632716051e-9,7.937859897297022e-7,AT5G41080,AtGDPD2;GDPD2,NA;glycerophosphodiester phosphodiesterase 2
AT2G29500.1,0.8919474797642645,-2.1190462792189004,4.535582926320622,38.026339332651546,5.52949322684971e-9,8.293746135522166e-7,AT2G29500,NA,NA
AT5G52540.1,-0.3363145709089882,-0.33576105727141065,5.25253326294557,37.64532168664375,6.689940589614437e-9,9.945514333179907e-7,AT5G52540,NA,NA
AT4G23170.1,-0.6564183460265185,-0.26742143223430975,6.119417394464433,37.241760542263115,8.185674103365024e-9,1.2062380637055178e-6,AT4G23170,CRK9;EP1,CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 9;NA
AT1G07400.1,1.4256252012423183,-2.712933048260265,5.405891137305998,37.218018110335954,8.28342708383455e-9,1.2100286224464051e-6,AT1G07400,NA,NA
AT3G26170.1,-0.552797737065567,-0.8075904102835708,3.6643619084136954,37.12362511872728,8.683748389666585e-9,1.2575714586035254e-6,AT3G26170,CYP71B19,"""cytochrome P450, family 71, subfamily B, polypeptide 19"""
AT4G14040.1,0.2676421143812685,0.49074410628957504,7.1662373330964915,37.024016659828796,9.127186680978745e-9,1.3104923850748885e-6,AT4G14040,EDA38;SBP2,EMBRYO SAC DEVELOPMENT ARREST 38;selenium-binding protein 2
AT4G11850.1,-0.14742899039854337,-0.48716583420001924,6.536707409059726,36.68176767970449,1.08306707885329e-8,1.5419020218352897e-6,AT4G11850,MEE54;PLDGAMMA1,maternal effect embryo arrest 54;phospholipase D gamma 1
AT5G52760.1,-0.13391721175566673,-1.8125574945730325,2.794066216140723,36.57421673208471,1.1429039841433113e-8,1.5935425061844674e-6,AT5G52760,NA,NA
AT3G20600.1,-0.7164488047055952,0.032848705017256584,3.806441736549732,36.568254804330024,1.1463160226904853e-8,1.5935425061844674e-6,AT3G20600,NDR1,non race-specific disease resistance 1
AT1G69870.1,0.4977948322265326,-0.02254143965011274,7.310955728514221,36.56567024585374,1.147798340665043e-8,1.5935425061844674e-6,AT1G69870,AtNPF2.13;NPF2.13;NRT1.7,NA;NRT1/ PTR family 2.13;nitrate transporter 1.7
AT5G07130.1,-0.604470565521583,0.06173526894181186,4.009160203308353,36.534093760773516,1.1660638701423479e-8,1.6056317175837134e-6,AT5G07130,LAC13,laccase 13
AT3G51920.1,0.058528020699267685,-0.7890086293694817,5.159806878648625,36.39418833658459,1.2505539031195492e-8,1.7079719527240085e-6,AT3G51920,ATCML9;CAM9;CML9,NA;calmodulin 9;CALMODULIN LIKE PROTEIN 9
AT4G22305.1,-0.7289132921924931,-0.0816936063112687,3.2319524909843595,36.2919044434508,1.316173314561764e-8,1.7746658880563625e-6,AT4G22305,SOBER1,SUPPRESSOR OF AVRBST-ELICITED RESISTANCE 1
AT3G56400.1,-0.7148680816798427,-0.4701902880120578,6.971963561942948,36.285318574687224,1.320514530668762e-8,1.7746658880563625e-6,AT3G56400,ATWRKY70;WRKY70,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 70;WRKY DNA-binding protein 70
AT1G08450.1,-0.09368062819312321,-0.7626708602728809,7.205077379291118,36.216388644701944,1.3668193818294042e-8,1.8223173647104891e-6,AT1G08450,AtCRT3;CRT3;EBS2;PSL1,A. thaliana calreticulin 3;calreticulin 3;EMS-MUTAGENIZED BRI1 SUPPRESSOR 2;PRIORITY IN SWEET LIFE 1
AT3G60420.2,-0.1762094155550449,-0.9368466461443622,4.513178118069674,36.19007820779395,1.3849189804461092e-8,1.8319097600404871e-6,AT3G60420,NA,NA
AT5G64810.1,-0.4944122836027137,-1.0642999434997766,3.016592812565813,35.921228746807884,1.5841791243426486e-8,2.079111336705637e-6,AT5G64810,ATWRKY51;WRKY51,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 51;WRKY DNA-binding protein 51
AT3G48640.1,0.36465845652923595,-1.9103321548579506,0.7274199629671522,35.89654965324773,1.6038482814220233e-8,2.0886083162487265e-6,AT3G48640,NA,NA
AT1G16260.1,-0.5529989692122306,-0.060774182258870456,4.98430953889835,35.863599267200655,1.6304908596134982e-8,2.1069704577420887e-6,AT1G16260,NA,NA
AT2G16870.1,-0.38937629699669535,-0.35753312128508097,3.2453470757106624,35.84332622270054,1.6471024159608086e-8,2.112188815704246e-6,AT2G16870,NA,NA
AT5G26270.1,-0.7839512805530173,-0.6495085004201028,1.7532786761228296,35.60287264762416,1.8575240037555134e-8,2.3639807378097627e-6,AT5G26270,NA,NA
AT1G49050.1,-0.27966142856167864,-0.3717944605332574,5.6858949947463024,35.565787764338836,1.8922883460321037e-8,2.3901166860897228e-6,AT1G49050,APCB1,"NA"
AT4G16680.1,0.86406357429067,-0.018087255171823795,2.9525058394181287,35.43965233347509,2.0154743501841066e-8,2.526712955876329e-6,AT4G16680,NA,NA
AT1G35516.1,-0.7660766327018995,0.1385860330066764,4.056111698182996,35.422468208170095,2.0328660403281836e-8,2.5296382675165303e-6,AT1G35516,NA,NA
AT3G26600.1,-0.16463569335472755,-0.5135454129881791,4.556945934675394,35.26257484049556,2.2020600832795164e-8,2.720029951397985e-6,AT3G26600,ARO4,armadillo repeat only 4
AT3G07600.1,-0.7409256666331449,-0.8282623588025657,1.2455960101519452,35.2199542411913,2.2494902238238686e-8,2.75833476423483e-6,AT3G07600,NA,NA
AT5G26690.1,0.285295341361021,-2.027077756723759,0.7417000868025422,35.10812443741581,2.3788532057734333e-8,2.8958228263614424e-6,AT5G26690,NA,NA
AT1G03400.1,-0.6817717528668295,-0.24789240300415358,5.004284507057142,35.087899825382046,2.4030309376395002e-8,2.9042098360723715e-6,AT1G03400,NA,NA
