genes,logFC,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT5G10760.1,3.662680051623519,4.5749396363319965,273.3120019845461,2.153222120006912e-61,8.612375808094313e-59,AT5G10760,AED1,"APOPLASTIC, EDS1-DEPENDENT 1"
AT3G08970.1,3.6590389768578,3.3917254621341075,272.49258161097055,3.248411376627997e-61,1.2690712259528772e-58,AT3G08970,ATERDJ3A;TMS1,NA;THERMOSENSITIVE MALE STERILE 1
AT3G05660.1,4.2490852347397245,4.8169195964872085,269.4820137919472,1.4716430463795823e-60,5.6186662582115006e-58,AT3G05660,AtRLP33;RLP33,receptor like protein 33;receptor like protein 33
AT4G12400.2,4.678207273266662,6.65881137202805,267.5069662058397,3.965192516331513e-60,1.48025042404118e-57,AT4G12400,Hop3,Hop3
AT3G50440.1,-2.703705758504127,4.004185632630982,266.9226549527037,5.316394440617782e-60,1.9415241349551766e-57,AT3G50440,ATMES10;MES10,ARABIDOPSIS THALIANA METHYL ESTERASE 10;methyl esterase 10
AT2G29500.1,4.536024749128495,4.535582926320622,262.941998618379,3.9196229709452964e-59,1.4009733252959582e-56,AT2G29500,NA,NA
AT5G51440.1,4.4123539477168805,5.3437508620104985,261.7731880719574,7.047067644874665e-59,2.4663268617968647e-56,AT5G51440,NA,NA
AT2G27580.1,1.8291543660487115,5.319970984891819,256.29234648927417,1.1033619871153158e-57,3.78273020847963e-55,AT2G27580,SAP3,Stress Associated Protein3
AT5G54710.1,2.8112445191053315,6.929825823589959,255.50561009133304,1.6376388616458867e-57,5.50213904735785e-55,AT5G54710,NA,NA
AT1G79245.1,2.830065836134404,10.379745195414896,253.57347176729016,4.319288862936673e-57,1.4227398746759444e-54,AT1G79245,NA,NA
AT4G10120.1,-2.1543174207006612,5.74247240497818,253.05486840540888,5.603593927787238e-57,1.8102841229403427e-54,AT4G10120,ATSPS4F;SPS4F,NA;sucrose phosphate synthase 4F
AT3G09350.1,4.4532677190164,6.27442004169016,243.02131394689897,8.628613596859319e-55,2.7349449021441452e-52,AT3G09350,Fes1A,Fes1A
AT2G38170.3,-2.1536406869619107,6.982220862818714,242.70655081035696,1.0105786747256116e-54,3.1438353993917685e-52,AT2G38170,ATCAX1;CAX1;RCI4,NA;cation exchanger 1;RARE COLD INDUCIBLE 4
AT1G74310.1,5.013248324380342,7.225995726153932,242.0186267840311,1.427454593281705e-54,4.359965402279884e-52,AT1G74310,ATHSP101;HOT1;HSP101,heat shock protein 101;NA;heat shock protein 101
AT3G11280.1,2.3892993758542067,6.186429299925106,241.7128633950949,1.664294848482883e-54,4.992587349939991e-52,AT3G11280,NA,NA
AT2G15090.1,-2.1558420498694724,6.942767916622125,241.11318458142824,2.248971189117205e-54,6.628152106312268e-52,AT2G15090,KCS8,3-ketoacyl-CoA synthase 8
AT4G10500.1,3.917363231320719,3.869939993521004,232.75897015125784,1.491668938506748e-52,4.320439051374976e-50,AT4G10500,DLO1,DMR6-LIKE OXYGENASE 1
AT4G12720.4,2.557308145396251,6.644315547489616,232.11099970352706,2.065274075603397e-52,5.880430372213808e-50,AT4G12720,AtNUDT7;GFG1;NUDT7,Arabidopsis thaliana Nudix hydrolase homolog 7;GROWTH FACTOR GENE 1;NA
AT2G38290.1,2.3757732162739678,5.821186512870422,229.98267730597382,6.01340391850079e-52,1.6836528737815797e-49,AT2G38290,AMT2;AMT2;1;ATAMT2,ammonium transporter 2;AMMONIUM TRANSPORTER 2;1;ammonium transporter 2
AT1G68190.1,-3.1913563579381403,4.330247520932992,229.8062483804226,6.5704733439879184e-52,1.809465273863165e-49,AT1G68190,BBX27,B-box domain protein 27
AT2G25900.1,-2.485273231058665,5.362993491481636,229.71569852677825,6.876131254880145e-52,1.8630988540440575e-49,AT2G25900,ATCTH;ATTZF1,NA;A. THALIANA TANDEM ZINC FINGER PROTEIN 1
AT3G25882.1,4.886276204478012,3.887440565064973,229.51037582324201,7.622930087170122e-52,2.032660357688427e-49,AT3G25882,NIMIN-2,NIM1-interacting 2
AT5G12950.1,-2.041512213771871,6.240058102292421,228.58154346233434,1.215313651436387e-51,3.190008442262479e-49,AT5G12950,NA,NA
AT5G11970.1,1.8323548384463881,5.265147207844885,226.14098386018685,4.1396157842747344e-51,1.0698677778466348e-48,AT5G11970,NA,NA
AT5G48380.1,1.8264914835529755,7.290727553385332,223.97426311429246,1.2289377016674731e-50,3.128018856107861e-48,AT5G48380,BIR1,BAK1-interacting receptor-like kinase 1
AT1G14200.1,2.8777940864675298,4.57069726924686,223.3567432455617,1.6757795357788401e-50,4.201704540529662e-48,AT1G14200,NA,NA
AT1G31540.2,1.5527947493082097,6.327998097501292,222.32528718942183,2.813137744359875e-50,6.949691318750225e-48,AT1G31540,NA,NA
AT2G35960.1,-1.9928841704730722,4.751331759733444,221.78918666734168,3.6823356714534695e-50,8.965153180398091e-48,AT2G35960,NHL12,NDR1/HIN1-like 12
AT5G52810.1,2.0441156944131054,5.156544121115063,221.0232033038032,5.410023616220782e-50,1.2983283818413274e-47,AT5G52810,SARD4,SAR DEFICIENT 4
AT1G55910.1,2.581509543983725,3.950100802909374,220.550979308264,6.858065409703475e-50,1.6226569129240658e-47,AT1G55910,ZIP11,zinc transporter 11 precursor
AT4G23470.1,1.7141199639292262,7.974132531821587,220.12313617805117,8.502066241862643e-50,1.9836973721812576e-47,AT4G23470,NA,NA
AT2G20180.2,-1.9965024208101527,4.8715728830673175,219.9718245073091,9.173380043790978e-50,2.111008374734858e-47,AT2G20180,PIF1;PIL5,PHY-INTERACTING FACTOR 1;phytochrome interacting factor 3-like 5
AT5G61210.1,1.5752502951292475,6.908058933281082,219.05347026648744,1.4549492361963787e-49,3.302931380927428e-47,AT5G61210,ATSNAP33;ATSNAP33B;SNAP33;SNP33,NA;NA;soluble N-ethylmaleimide-sensitive factor adaptor protein 33;NA
AT5G25440.1,3.0834619198630118,5.192104184625263,218.48278840080224,1.9378993779218933e-49,4.3406362199613184e-47,AT5G25440,NA,NA
AT4G32800.1,2.3677344781189897,3.875228099254187,216.4420600393449,5.401187043420979e-49,1.1938755413477503e-46,AT4G32800,NA,NA
AT3G44190.1,1.8958417455585388,5.9506289172867115,215.59059712592756,8.283811618629957e-49,1.807269498459281e-46,AT3G44190,NA,NA
AT3G12580.1,5.012521363947961,8.412756490947887,212.74833139719564,3.4536307035643426e-48,7.438146434509922e-46,AT3G12580,ATHSP70;HSC70-4;HSP70,ARABIDOPSIS HEAT SHOCK PROTEIN 70;NA;heat shock protein 70
AT2G34620.1,-2.825184153978038,5.031580834305727,211.854096239457,5.412062733119529e-48,1.1508511627047464e-45,AT2G34620,mTERF10,"NA"
AT5G54720.1,2.7130556718106456,5.1440961748489595,211.40131073210358,6.794292664641368e-48,1.4267165309163794e-45,AT5G54720,NA,NA
AT3G14200.1,3.3718876662113364,5.636418289202644,211.0637900129089,8.049700177278062e-48,1.6694680651616566e-45,AT3G14200,NA,NA
AT5G45070.1,2.1956166758153515,4.416301776435439,210.53864061603872,1.0479737188774753e-47,2.1469403052954522e-45,AT5G45070,AtPP2-A8;PP2-A8,phloem protein 2-A8;phloem protein 2-A8
AT2G47460.1,2.5893114093027787,3.87428807992539,209.2031926517391,2.0497841048298314e-47,4.148713635787511e-45,AT2G47460,ATMYB12;MYB12;PFG1,MYB DOMAIN PROTEIN 12;myb domain protein 12;PRODUCTION OF FLAVONOL GLYCOSIDES 1
AT5G22060.1,2.039894282514739,7.309551891293562,209.12557742607433,2.1312867153600542e-47,4.262319706111137e-45,AT5G22060,ATJ2;J2,ARABIDOPSIS THALIANA DNAJ HOMOLOGUE 2;DNAJ homologue 2
AT4G23140.2,5.018039551159652,4.8812593269120335,208.79580399272817,2.51530560255128e-47,4.971131625559877e-45,AT4G23140,CRK6,cysteine-rich RLK (RECEPTOR-like protein kinase) 6
AT3G28070.1,-2.1675676676299616,4.476014809338807,207.11651221635597,5.847650158647008e-47,1.142263662966408e-44,AT3G28070,UMAMIT46,Usually multiple acids move in and out Transporters 46
AT2G17120.1,2.199829408143179,6.1260050102992265,206.58603784446024,7.633505962168212e-47,1.473968582281193e-44,AT2G17120,CL-1;LYM2;LYP1,CEBiP-like 1;lysM domain GPI-anchored protein 2 precursor;LysM-containing receptor protein 1
AT4G11850.1,1.5875553580902633,6.536707409059726,205.64955130906333,1.2219593746109647e-46,2.332692674328363e-44,AT4G11850,MEE54;PLDGAMMA1,maternal effect embryo arrest 54;phospholipase D gamma 1
AT4G35180.1,7.946353421236216,5.580512059688856,205.34597269803396,1.423297756829189e-46,2.686514496289163e-44,AT4G35180,LHT7,LYS/HIS transporter 7
AT3G46230.1,5.616785482022126,1.4597961375148276,204.17694903204415,2.5607898795199064e-46,4.779856576228324e-44,AT3G46230,ATHSP17.4;HSP17.4,ARABIDOPSIS THALIANA HEAT SHOCK PROTEIN 17.4;heat shock protein 17.4
AT4G14365.1,3.6432271508240053,6.075218042990632,202.99642036207368,4.634144555331916e-46,8.55483454780449e-44,AT4G14365,XBAT34,XB3 ortholog 4 in Arabidopsis thaliana
AT5G60900.1,2.8479039460652094,2.7776358512056065,202.6649145511378,5.4740232496115015e-46,9.995447453285175e-44,AT5G60900,RLK1,receptor-like protein kinase 1
AT5G66620.1,2.747085486178778,3.121609431871962,201.65760272445988,9.080570985630737e-46,1.6402635697592552e-43,AT5G66620,DAR6,DA1-related protein 6
AT2G46430.1,2.498746442222567,5.7539089785973125,200.88239316078966,1.3405284247576003e-45,2.395695426330099e-43,AT2G46430,ATCNGC3;CNGC3;CNGC3.C,cyclic nucleotide gated channel 3;cyclic nucleotide gated channel 3;NA
AT5G55450.1,2.1078441263460865,5.193509342158983,200.0997572669663,1.9863814725132483e-45,3.512549721763164e-43,AT5G55450,AtLTP4.4,"NA"
AT5G13190.1,1.9446644442955585,5.147482449520207,199.057576822829,3.353452040061378e-45,5.868191752186572e-43,AT5G13190,AtGILP;GILP,NA;GSH-induced LITAF domain protein
AT5G64810.1,4.55151061675457,3.016592812565813,198.39564840775762,4.676750609049919e-45,8.099457059941195e-43,AT5G64810,ATWRKY51;WRKY51,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 51;WRKY DNA-binding protein 51
AT5G15850.1,2.6369932340049385,3.8549816341359158,198.09748067489468,5.4326770923026697e-45,9.312606374856382e-43,AT5G15850,ATCOL1;BBX2;COL1,NA;B-box domain protein 2;CONSTANS-like 1
AT3G23080.1,-1.9217827343486633,4.652729258590442,197.91626707432619,5.950599176204597e-45,1.0097385410208183e-42,AT3G23080,NA,NA
AT1G71880.1,1.9458015870153549,7.88386096765198,196.5575790848175,1.1778150433221378e-44,1.9786114912768593e-42,AT1G71880,ATSUC1;SUC1,ARABIDOPSIS THALIANA SUCROSE-PROTON SYMPORTER 1;sucrose-proton symporter 1
AT3G23120.1,4.245430119691185,3.631240476949821,195.64153545474582,1.8663698863014778e-44,3.104272051483022e-42,AT3G23120,AtRLP38;RLP38,receptor like protein 38;receptor like protein 38
AT1G61380.1,3.0437745984184588,5.710611422871414,194.62542430316864,3.110017934354787e-44,5.122077576394712e-42,AT1G61380,LORE;SD1-29,ipooligosaccharide-specific reduced elicitation;S-domain-1 29
AT3G09440.1,3.7550153460453055,10.105618799240819,193.65556124204497,5.063372549151206e-44,8.258213150795253e-42,AT3G09440,NA,NA
AT2G47490.1,1.6325837466418003,4.63268808472922,193.59890469746136,5.209614573532403e-44,8.415030309689503e-42,AT2G47490,ATNDT1;NDT1,ARABIDOPSIS THALIANA NAD+ TRANSPORTER 1;NAD+ transporter 1
AT3G11402.1,3.529157929490213,3.657984683678821,192.6969283492069,8.19730478235633e-44,1.311490695607657e-41,AT3G11402,NA,NA
AT4G25110.1,3.1392269350237716,4.309899162450823,191.9426675154715,1.1975667792338057e-43,1.8979173890895e-41,AT4G25110,AtMC2;AtMCP1c;MC2;MCP1c,metacaspase 2;metacaspase 1c;metacaspase 2;metacaspase 1c
AT1G63500.1,1.5591841053118425,6.480145018116874,191.25945774301283,1.688197608957012e-43,2.650470246062509e-41,AT1G63500,BSK7,brassinosteroid-signaling kinase 7
AT1G29020.1,2.71111433895627,2.926148828374932,189.99609536070147,3.1855420418871373e-43,4.954992663116854e-41,AT1G29020,NA,NA
AT1G60550.1,-1.4851239952774336,5.45875187364881,188.74082533402387,5.986684360483822e-43,9.226633997409883e-41,AT1G60550,DHNS;ECHID,NA;enoyl-CoA hydratase/isomerase D
AT4G30340.1,1.8056241681475604,5.191079197167576,187.9343777172703,8.978926661844191e-43,1.3712453544756416e-40,AT4G30340,ATDGK7;DGK7,diacylglycerol kinase 7;diacylglycerol kinase 7
AT3G10300.3,1.6889404591209018,5.928039636770345,186.5312481032482,1.817692978281268e-42,2.750939129923155e-40,AT3G10300,NA,NA
AT2G37710.1,3.05682389912827,7.22520058697955,185.6056912226856,2.8944862845428396e-42,4.341470990538853e-40,AT2G37710,LecRK-IV.1;RLK,L-type lectin receptor kinase IV.1;receptor lectin kinase
AT3G51920.1,1.7160382862308972,5.159806878648625,182.3962637211652,1.4529056155750954e-41,2.1599434899155778e-39,AT3G51920,ATCML9;CAM9;CML9,NA;calmodulin 9;CALMODULIN LIKE PROTEIN 9
AT4G37640.1,2.044543468310245,6.531305322302042,180.9239231739763,3.0457425917083386e-41,4.485254639647603e-39,AT4G37640,ACA2,calcium ATPase 2
AT3G46970.1,-1.852928502750746,8.712230237729843,180.90785463518233,3.070446357280043e-41,4.485254639647603e-39,AT3G46970,ATPHS2;PHS2,Arabidopsis thaliana alpha-glucan phosphorylase 2;alpha-glucan phosphorylase 2
AT1G65790.1,2.790471462383342,3.439036498195836,179.81338409832665,5.323119961216827e-41,7.708887261075989e-39,AT1G65790,ARK1;RK1,receptor kinase 1;receptor kinase 1
AT3G47620.1,-1.529154642078933,6.6033504541854615,179.57604901156884,5.997725802145107e-41,8.611606474379116e-39,AT3G47620,AtTCP14;TCP14,"TEOSINTE BRANCHED, cycloidea and PCF (TCP) 14;TEOSINTE BRANCHED, cycloidea and PCF (TCP) 14"
AT5G24810.2,1.6007267296414183,7.05141753294273,179.41437578105143,6.505594189177741e-41,9.261650574914989e-39,AT5G24810,NA,NA
AT3G48200.1,-1.5756422637718677,6.782917261762871,179.30037946764844,6.889337662842156e-41,9.72554482336852e-39,AT3G48200,NA,NA
AT3G52430.1,1.920545723056539,4.826863059507401,178.97319003429732,8.121159858094234e-41,1.136894703801042e-38,AT3G52430,ATPAD4;PAD4,ARABIDOPSIS PHYTOALEXIN DEFICIENT 4;PHYTOALEXIN DEFICIENT 4
AT5G61010.1,1.9304490089040407,5.436052866671279,178.88175441882666,8.50320815518768e-41,1.180540444619817e-38,AT5G61010,ATEXO70E2;EXO70E2,exocyst subunit exo70 family protein E2;exocyst subunit exo70 family protein E2
AT3G14067.1,-1.5882905634315496,7.467085682052111,178.78805573640574,8.913366306098703e-41,1.2273413161979682e-38,AT3G14067,SASP,Senescence-Associated Subtilisin Protease
AT3G57880.1,1.4496586855280735,5.382385526726984,178.40919552264884,1.0783650867262659e-40,1.4728012269849217e-38,AT3G57880,FTIP3;MCTP3,FT INTERACTING PROTEIN 3;multiple C2 domain and transmembrane region protein 3
AT3G60420.2,2.6816517571937686,4.513178118069674,177.77765198707723,1.481376241450484e-40,2.0069064096876357e-38,AT3G60420,NA,NA
AT4G26070.2,1.9249613141397757,5.602397163644668,175.82202053118348,3.960051789631808e-40,5.32199280112198e-38,AT4G26070,ATMEK1;MEK1;MKK1;NMAPKK,NA;MAP kinase/ ERK kinase 1;MITOGEN ACTIVATED PROTEIN KINASE KINASE 1;NA
AT5G04870.1,1.3673394763489146,6.997885034421518,175.71550868004326,4.177916444808621e-40,5.570223679074606e-38,AT5G04870,ATCPK1;CPK1,NA;calcium dependent protein kinase 1
AT2G14560.1,1.9900027974380325,6.691528703165552,175.11549027252894,5.6491956992716065e-40,7.472506972603441e-38,AT2G14560,LURP1,LATE UPREGULATED IN RESPONSE TO HYALOPERONOSPORA PARASITICA
AT1G01120.1,1.9336085055114032,7.209964985837725,174.53511731294753,7.563553050749989e-40,9.92657247652727e-38,AT1G01120,KCS1,3-ketoacyl-CoA synthase 1
AT4G33300.1,1.381372286593663,7.118741719367976,174.28474918360055,8.578292447534018e-40,1.1171064715203409e-37,AT4G33300,ADR1-L1,ADR1-like 1
AT5G48570.1,4.9656382574301245,6.804356564720442,174.05692509402883,9.619513047889507e-40,1.243063074549968e-37,AT5G48570,ATFKBP65;FKBP65;ROF2,NA;NA;NA
AT3G11340.1,3.735058922723761,7.025447265452981,173.8834703429275,1.0496207126214611e-39,1.3459983474296125e-37,AT3G11340,UGT76B1,UDP-dependent glycosyltransferase 76B1
AT2G16870.1,1.9578426366966089,3.2453470757106624,173.7403242149063,1.1279582206959346e-39,1.4354977385962884e-37,AT2G16870,NA,NA
AT5G04810.1,-1.4525957378600163,7.132002368751769,173.46308649179628,1.2966934428717759e-39,1.6378310636693957e-37,AT5G04810,PPR4,pentatricopeptide repeat 4
AT2G29310.1,-2.3304184255955627,3.904669072234542,173.20721250326832,1.4747438635173237e-39,1.848822549494591e-37,AT2G29310,NA,NA
AT2G32680.1,4.846696306776521,4.086071448628087,172.9564494986795,1.6729392218860024e-39,2.081755999145404e-37,AT2G32680,AtRLP23;RLP23,receptor like protein 23;receptor like protein 23
AT5G11610.1,-2.4064869069865824,3.544474214671469,172.29513732675153,2.3329464874036133e-39,2.8690191591067962e-37,AT5G11610,NA,NA
AT3G24500.1,4.229302186119813,5.684370914332291,172.2893413247914,2.339756085467177e-39,2.8690191591067962e-37,AT3G24500,ATMBF1C;MBF1C,NA;multiprotein bridging factor 1C
AT2G17840.1,2.1807534633846033,7.9014837258724375,171.88272846574117,2.870600359123473e-39,3.494435900935886e-37,AT2G17840,ERD7,EARLY-RESPONSIVE TO DEHYDRATION 7
AT5G41800.1,1.5814120437066803,4.237698211675155,170.7719707548775,5.0183685987966004e-39,6.065005330301013e-37,AT5G41800,NA,NA
AT4G37300.1,-1.537892263516137,7.434739552972486,170.5725673250855,5.5477039134488215e-39,6.65684843157334e-37,AT4G37300,MEE59,maternal effect embryo arrest 59
AT4G00360.1,1.5177230950088256,7.892010526249364,169.5914957539863,9.086329948305524e-39,1.0825621049757766e-36,AT4G00360,ATT1;CYP86A2,"ABERRANT INDUCTION OF TYPE THREE 1;""cytochrome P450, family 86, subfamily A, polypeptide 2"""
AT3G10720.2,2.2649963566349047,8.10950306500347,169.5251530502279,9.394607214105354e-39,1.1114084971109566e-36,AT3G10720,NA,NA
AT1G75860.1,1.6503416453622282,5.076925079408631,169.43262836666267,9.842089182399491e-39,1.156204588637266e-36,AT1G75860,NA,NA
AT5G02430.1,2.098015567260914,3.750599432183608,168.5835413326875,1.5084905596033967e-38,1.759800896581768e-36,AT5G02430,NA,NA
AT4G28480.1,1.8573785420441902,5.899125918776226,168.48023134211056,1.5889405648404226e-38,1.8408698309485696e-36,AT4G28480,NA,NA
AT4G30280.1,3.417650725448746,6.398314332057642,167.8926383842249,2.1352647260498244e-38,2.456870694035e-36,AT4G30280,ATXTH18;XTH18,XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 18;xyloglucan endotransglucosylase/hydrolase 18
AT1G32090.1,-1.4252092455470287,5.648512556104547,167.50661852860662,2.5927994306375635e-38,2.9630229683864235e-36,AT1G32090,NA,NA
AT4G05050.1,1.4921036383949948,8.48482817136118,167.44728105874498,2.6713447153224835e-38,3.032156748155568e-36,AT4G05050,UBQ11,ubiquitin 11
AT1G07650.2,1.702719505767128,7.278920166408867,166.84570948949568,3.6151971451592763e-38,4.0759528081564214e-36,AT1G07650,NA,NA
